"No.","Object designation","Diameter in m","Impact date/time in UTC","IP max","PS max","TS","Years","IP cum","PS cum","Vel. in km/s","In list since in d"
"1664","2021DN1","7 - 15*","2121-02-19 15:01","1/2.20E7","-9.26","0","2121","1/2.2E7","-9.26","13.34","1739"
"1665","2022UE61","7 - 15*","2120-10-11 19:59","1/2.87E7","-9.27","0","2117-2120","1/2.64E7","-9.23","13.42","1113"
"1666","2012EZ1","4 - 9*","2107-11-07 03:48","1/1.96E7","-9.28","0","2057-2107","1/9.71E6","-8.91","17.55","4643"
"1667","2017QJ2","15 - 30*","2062-02-13 08:09","1/1.14E9","-9.28","0","2062","1/1.14E9","-9.28","22.68","1208"
"1668","2021LV","8 - 17*","2073-05-27 17:54","1/9.43E7","-9.28","0","2073","1/9.43E7","-9.28","18.52","1636"
"1669","2021UA1","1.3 - 2.8*","2115-10-27 03:49","1/617283","-9.29","0","2071-2122","1/225225","-8.81","17.07","1492"
"1670","2020TW","8 - 19*","2112-09-28 16:13","1/4.13E7","-9.29","0","2112","1/4.13E7","-9.29","12.36","1873"
"1671","2021TK208","3 - 8*","2030-10-11 11:33","1/1.96E8","-9.31","0","2030-2099","1/2.96E7","-9.08","20.59","328"
"1672","2022KO3","7 - 15*","2116-05-28 11:56","1/3.40E7","-9.31","0","2098-2116","1/2.85E7","-9.22","15.10","1279"
"1673","2013UJ5","6 - 14*","2049-08-13 11:32","1/1.45E8","-9.31","0","2049","1/1.45E8","-9.31","15.26","4401"
"1674","2021TN14","6 - 13*","2120-10-14 08:50","1/2.17E7","-9.33","0","2089-2121","1/1.38E7","-9.12","15.46","1503"
"1675","2024RN2","9 - 20*","2111-07-26 23:36","1/7.81E7","-9.35","0","2082-2120","1/7.46E7","-9.32","13.77","447"
"1676","2016NC56","10 - 21*","2114-07-08 11:21","1/1.52E8","-9.36","0","2114","1/1.52E8","-9.36","18.31","2207"
"1677","2015FN36","40 - 100*","2117-03-16 03:58","1/7.58E9","-9.36","0","2117","1/7.58E9","-9.36","24.54","3899"
"1678","2021BP1","4 - 8*","2118-01-14 05:26","1/5.24E6","-9.38","0","2110-2118","1/2.65E6","-9.08","12.66","1772"
"1679","2007EE126","18 - 40*","2092-07-24 22:41","1/2.88E9","-9.39","0","2090-2092","1/2.73E9","-9.36","33.23","6252"
"1680","2019SU2","2.8 - 6*","2096-09-19 06:22","1/6.02E6","-9.41","0","2069-2096","1/6.02E6","-9.41","15.79","2255"
"1681","2010SK13","9 - 21*","2084-02-24 22:27","1/2.61E8","-9.41","0","2084","1/2.61E8","-9.41","21.22","5536"
"1682","2019DF","3 - 7*","2059-02-25 15:11","1/1.68E7","-9.41","0","2059-2110","1/5.35E6","-9.07","17.87","2463"
"1683","2022SO11","11 - 26*","2095-10-06 07:49","1/2.20E8","-9.42","0","2095","1/2.2E8","-9.42","16.57","1156"
"1684","2008BE15","28 - 60*","2075-01-17 16:30","1/6.71E9","-9.43","0","2075","1/4.78E9","-9.28","21.85","4651"
"1685","2024TG5","8 - 18*","2082-12-10 19:42","1/1.20E8","-9.44","0","2082","1/1.2E8","-9.44","13.58","414"
"1686","2019SM8","4 - 9*","2061-10-01 13:16","1/4.10E7","-9.44","0","2061","1/4.1E7","-9.44","17.96","2248"
"1687","2009QR","9 - 21*","2069-08-25 17:17","1/1.49E8","-9.45","0","2069","1/1.49E8","-9.45","12.25","5944"
"1688","2019FT1","11 - 25*","2113-03-24 02:24","1/1.61E8","-9.45","0","2113","1/1.61E8","-9.45","15.58","2431"
"1689","2021CP7","8 - 18*","2121-02-19 14:03","1/6.54E7","-9.46","0","2121","1/6.54E7","-9.46","15.01","1746"
"1690","2019TP5","24 - 50*","2078-10-17 02:58","1/3.22E9","-9.46","0","2078","1/3.22E9","-9.46","22.04","2233"
"1691","2021GM1","2.3 - 5*","2117-02-01 23:29","1/2.25E6","-9.47","0","2117-2118","1/2.08E6","-9.44","11.20","1696"
"1692","2020HY8","80 - 170*","2073-04-20 07:06","1/6.45E10","-9.47","0","2073","1/6.45E10","-9.47","25.82","2036"
"1693","2010XP","12 - 27*","2086-12-09 11:26","1/1.72E9","-9.47","0","2086","1/1.72E9","-9.47","15.10","5472"
"1694","2020YG2","30 - 70*","2109-10-15 09:38","1/2.04E9","-9.47","0","2109","1/2.04E9","-9.47","14.55","1800"
"1695","2025CM","10 - 23*","2112-02-06 18:38","1/1.60E8","-9.48","0","2112","1/1.6E8","-9.48","12.85","296"
"1696","2024SS4","9 - 20*","2120-10-03 00:09","1/1.34E8","-9.48","0","2120","1/1.34E8","-9.48","15.65","421"
"1697","2020VB3","3 - 7*","2096-05-11 02:47","1/8.06E6","-9.48","0","2095-2118","1/5.56E6","-9.34","12.39","1840"
"1698","2017JB2","4 - 9*","2122-04-29 19:44","1/1.00E7","-9.49","0","2122","1/1E7","-9.49","11.55","3122"
"1699","2017SA21","6 - 13*","2056-09-27 16:06","1/1.13E8","-9.50","0","2056","1/1.13E8","-9.50","15.05","2207"
"1700","2011UF256","90 - 200*","2113-11-08 10:46","1/9.17E10","-9.51","0","2113","1/9.17E10","-9.51","26.48","1151"
"1701","2009MU","30 - 80*","2096-06-23 18:26","1/4.78E9","-9.52","0","2096","1/4.78E9","-9.52","17.35","2212"
"1702","2024FD1","4 - 8*","2092-04-17 07:09","1/1.50E7","-9.52","0","2092-2116","1/1.12E7","-9.41","12.17","617"
"1703","2016VA18","5 - 10*","2052-05-01 05:08","1/1.37E8","-9.52","0","2038-2122","1/2.16E7","-8.89","16.80","3278"
"1704","2019UX12","5 - 11*","2107-10-27 10:01","1/2.80E7","-9.53","0","2107","1/2.8E7","-9.53","14.76","2218"
"1705","2024ER4","9 - 20*","2109-03-18 13:08","1/1.31E8","-9.54","0","2109","1/1.31E8","-9.54","13.74","620"
"1706","2022FA1","4 - 9*","2116-08-26 12:16","1/1.93E7","-9.54","0","2116","1/1.93E7","-9.54","17.34","1342"
"1707","2023OR1","14 - 30*","2116-07-28 03:11","1/4.17E8","-9.54","0","2116","1/4.17E8","-9.54","15.84","855"
"1708","2014EC","6 - 13*","2119-03-10 00:07","1/7.04E7","-9.55","0","2069-2119","1/6.62E7","-9.50","19.33","4284"
"1709","2021UL3","6 - 13*","2116-10-20 15:38","1/2.89E7","-9.55","0","2116","1/2.89E7","-9.55","14.06","1427"
"1710","2024DY","5 - 10*","2108-10-17 20:57","1/3.13E7","-9.55","0","2108-2110","1/1.59E7","-9.26","16.14","644"
"1711","2025MV89","29 - 60*","2083-07-07 20:00","1/3.46E9","-9.56","0","2083","1/3.46E9","-9.56","14.13","151"
"1712","2024WT3","9 - 19*","2096-02-20 11:34","1/1.81E8","-9.56","0","2096","1/1.81E8","-9.56","15.44","365"
"1713","2024TU8","7 - 16*","2121-10-04 19:10","1/8.93E7","-9.56","0","2108-2121","1/5.1E7","-9.31","15.42","411"
"1714","2007BB","7 - 15*","2076-01-17 04:09","1/9.43E7","-9.56","0","2076","1/9.43E7","-9.56","12.03","6252"
"1715","2016WW2","4 - 9*","2107-11-24 21:41","1/2.23E7","-9.56","0","2098-2107","1/1.55E7","-9.38","15.01","3288"
"1716","2022AV13","1.3 - 2.8*","2099-01-02 06:05","1/980392","-9.58","0","2060-2121","1/238663","-8.92","13.20","1395"
"1717","2016QY84","12 - 26*","2042-05-06 00:28","1/3.30E6","-9.58","0","2033-2120","1/361010","-8.71","11.48","3314"
"1718","2018BP3","4 - 10*","2099-01-22 15:00","1/2.93E7","-9.59","0","2099","1/2.93E7","-9.59","13.15","2863"
"1719","2025SU4","1.1 - 2.4*","2125-09-26 21:25","1/751879","-9.60","n/a","2114-2125","1/265251","-9.14","13.21","63"
"1720","2025DF25","4 - 9*","2114-06-06 12:44","1/2.32E7","-9.61","0","2114-2119","1/1.73E7","-9.49","13.57","270"
"1721","2021VD8","2.4 - 5*","2084-05-07 00:58","1/8.93E6","-9.61","0","2084-2100","1/7.3E6","-9.54","16.15","1476"
"1722","2022YK3","4 - 9*","2049-12-25 11:38","1/8.47E7","-9.61","0","2049","1/8.47E7","-9.61","16.93","1068"
"1723","2017BK30","10 - 22*","2085-02-11 16:09","1/2.57E8","-9.61","0","2085","1/2.36E8","-9.57","14.97","3222"
"1724","2017RX2","14 - 30*","2066-09-16 04:08","1/1.13E9","-9.63","0","2066","1/1.13E9","-9.63","17.59","1374"
"1725","2024YE9","7 - 16*","2120-06-07 17:32","1/1.50E8","-9.64","0","2078-2120","1/1.12E8","-9.44","18.22","331"
"1726","2021LC3","13 - 29*","2065-06-09 18:38","1/8.26E8","-9.64","0","2065-2104","1/4.78E8","-9.45","15.19","1631"
"1727","2012XL134","7 - 16*","2115-02-07 13:43","1/9.17E7","-9.64","0","2115","1/9.17E7","-9.64","14.79","4730"
"1728","2017FD3","7 - 17*","2087-03-18 00:20","1/1.60E8","-9.64","0","2087","1/1.6E8","-9.64","15.85","3170"
"1729","2017UJ2","1.7 - 4*","2112-06-22 15:53","1/2.72E6","-9.68","0","2061-2121","1/1.43E6","-9.37","12.35","2957"
"1730","2025KX2","2.8 - 6*","2101-02-06 07:28","1/9.17E6","-9.69","0","2101-2121","1/3.79E6","-9.32","11.50","185"
"1731","2015KW157","18 - 40*","2061-05-09 20:47","1/1.24E9","-9.70","0","2042-2097","1/3.86E8","-9.20","11.18","2262"
"1732","2022OJ5","4 - 10*","2118-08-01 12:11","1/3.23E7","-9.72","0","2118","1/3.23E7","-9.72","14.60","1212"
"1733","2025HU","9 - 20*","2106-04-24 07:53","1/2.11E8","-9.74","0","2106","1/1.81E8","-9.67","14.08","219"
"1734","2019BV2","22 - 50*","2120-08-03 20:49","1/2.22E9","-9.76","0","2120","1/2.22E9","-9.76","18.90","2494"
"1735","2020RK","25 - 60*","2101-08-31 22:05","1/2.76E9","-9.76","0","2101","1/2.76E9","-9.76","16.46","1907"
"1736","2022UC14","3 - 7*","2120-10-25 05:16","1/1.20E7","-9.76","0","2120","1/1.2E7","-9.76","12.85","1121"
"1737","2018LM","24 - 50*","2120-06-01 00:48","1/1.91E9","-9.80","0","2120","1/1.91E9","-9.80","12.21","2730"
"1738","2025PU","2.1 - 5*","2055-08-03 07:15","1/2.40E7","-9.80","0","2055","1/2.4E7","-9.80","14.81","114"
"1739","2008JL24","3 - 7*","2111-01-05 11:56","1/1.41E7","-9.81","0","2096-2116","1/1.08E7","-9.68","11.51","2209"
"1740","2014UU56","5 - 12*","2120-10-20 12:08","1/7.35E7","-9.83","0","2077-2120","1/3.3E7","-9.38","13.84","4049"
"1741","2021UU","13 - 30*","2102-07-13 17:00","1/6.90E8","-9.83","0","2088-2102","1/5.49E8","-9.72","15.58","1493"
"1742","2024RQ5","7 - 16*","2104-01-09 16:51","1/1.27E8","-9.85","0","2104","1/1.27E8","-9.85","12.53","445"
"1743","2023UB","2.6 - 6*","2085-10-15 18:00","1/3.38E7","-9.85","0","2085-2097","1/2.74E7","-9.77","18.76","771"
"1744","2017WW1","3 - 7*","2055-11-22 09:39","1/6.85E7","-9.87","0","2048-2055","1/3.05E7","-9.50","16.73","2208"
"1745","2024MD","6 - 14*","2096-06-16 01:53","1/1.10E8","-9.88","0","2092-2117","1/7.81E7","-9.73","12.51","526"
"1746","2012XB112","2.8 - 6*","2118-06-04 19:41","1/1.28E7","-9.90","0","2118-2121","1/1.08E7","-9.83","11.92","4732"
"1747","2019ES2","19 - 40*","2094-03-27 06:44","1/1.52E9","-9.90","0","2094","1/1.52E9","-9.90","12.68","1208"
"1748","2021HY2","5 - 11*","2069-04-17 06:21","1/9.35E7","-9.91","0","2069-2075","1/7.69E7","-9.83","13.56","1678"
"1749","2019CY1","19 - 40*","2060-02-21 03:37","1/5.92E9","-9.92","0","2060","1/5.92E9","-9.92","17.05","2484"
"1750","2020QR5","9 - 21*","2108-08-24 13:28","1/2.86E8","-9.95","0","2103-2112","1/1.85E8","-9.75","13.08","1918"
"1751","2016EU84","4 - 10*","2113-02-27 13:27","1/3.77E7","-9.96","0","2113","1/3.77E7","-9.96","11.42","3547"
"1752","2025UY7","10 - 23*","2108-10-15 21:57","1/6.41E8","-9.97","0","2108","1/6.41E8","-9.97","16.34","29"
"1753","2019UO8","4 - 9*","2106-10-27 20:27","1/1.12E8","-9.97","0","2106","1/1.12E8","-9.97","27.56","2222"
"1754","2014WU200","4 - 10*","2106-11-28 10:56","1/4.50E7","-9.97","0","2105-2111","1/2.76E7","-9.77","11.31","4020"
"1755","2016CL18","50 - 100*","2094-08-11 00:14","1/2.88E10","-9.98","0","2094-2118","1/1.96E10","-9.85","16.35","3582"
"1756","2020LO","13 - 28*","2065-06-03 20:49","1/1.18E9","-10.01","0","2065-2083","1/1.14E9","-10.00","13.00","1992"
"1757","2022UQ40","6 - 13*","2066-10-24 10:37","1/2.72E8","-10.04","0","2057-2066","1/2.57E8","-10.01","14.05","1118"
"1758","2024ET3","6 - 14*","2122-03-09 10:20","1/1.40E8","-10.07","0","2122","1/1.4E8","-10.07","13.69","623"
"1759","2021JH","8 - 19*","2117-01-22 04:54","1/4.15E8","-10.08","0","2117","1/4.15E8","-10.08","17.06","1669"
"1760","2022EE1","8 - 19*","2101-02-22 15:53","1/4.57E8","-10.08","0","2101","1/4.57E8","-10.08","18.48","1364"
"1761","2014HE197","18 - 40*","2068-09-04 13:54","1/1.04E10","-10.09","0","2051-2120","1/1.28E9","-9.29","17.71","2262"
"1762","2016AF2","7 - 16*","2103-03-29 08:51","1/2.72E8","-10.12","0","2093-2103","1/2.39E8","-10.06","12.66","3615"
"1763","2018XW3","15 - 30*","2044-12-07 14:32","1/7.09E9","-10.12","0","2042-2044","1/6.33E9","-10.06","16.60","2539"
"1764","2022YX1","6 - 13*","2115-06-23 14:45","1/1.60E8","-10.14","0","2091-2115","1/8.55E7","-9.86","13.45","1071"
"1765","2024CF7","4 - 8*","2077-02-16 10:41","1/1.08E8","-10.14","0","2077","1/1.08E8","-10.14","15.18","649"
"1766","2021VR4","15 - 30*","2098-11-25 07:21","1/1.46E9","-10.18","0","2098","1/1.46E9","-10.18","13.61","1477"
"1767","2020ME63","1.1 - 2.6*","2056-06-22 14:21","1/1.24E7","-10.20","0","2056","1/1.24E7","-10.20","14.15","376"
"1768","2019UN13","1.1 - 2.4*","2111-11-01 04:11","1/3.05E6","-10.21","0","2109-2111","1/2.9E6","-10.19","15.13","2217"
"1769","2011SC108","6 - 15*","2111-03-09 00:31","1/6.62E8","-10.23","0","2111","1/6.62E8","-10.23","23.11","1922"
"1770","2021GZ7","5 - 10*","2094-04-05 22:24","1/1.42E8","-10.24","0","2080-2094","1/1.2E8","-10.15","15.09","1688"
"1771","2019GK3","3 - 8*","2103-03-31 17:22","1/4.39E7","-10.25","0","2103","1/4.39E7","-10.25","11.56","2424"
"1772","2023LE2","2.6 - 6*","2116-08-21 21:38","1/2.81E7","-10.27","0","2094-2116","1/2.8E7","-10.27","12.90","893"
"1773","2025FY6","1.8 - 4*","2040-03-23 21:22","1/2.30E8","-10.28","0","2040-2048","1/2.08E8","-10.25","25.22","246"
"1774","2024TK13","5 - 11*","2111-10-13 04:17","1/1.90E8","-10.29","0","2066-2111","1/9.01E7","-9.93","13.80","410"
"1775","2017KJ32","4 - 9*","2080-07-05 16:44","1/1.45E8","-10.30","0","2080","1/1.45E8","-10.30","11.46","3101"
"1776","2025WR3","9*","2080-11-22 06:36","1/6.62E8","-10.31","0","2080","1/6.62E8","-10.31","15.67","1"
"1777","2019TA","3 - 8*","2116-09-29 20:04","1/5.49E7","-10.32","0","2116","1/5.49E7","-10.32","12.72","2247"
"1778","2020MA1","23 - 50*","2101-07-06 14:39","1/5.18E9","-10.33","0","2101","1/5.18E9","-10.33","11.78","1976"
"1779","2021SP","4 - 9*","2033-09-17 11:59","1/1.09E9","-10.34","0","2033","1/1.09E9","-10.34","16.62","1525"
"1780","2019QD","5 - 11*","2112-08-21 17:03","1/2.43E8","-10.34","0","2112","1/2.43E8","-10.34","18.97","2288"
"1781","2021KN2","5 - 12*","2083-05-31 22:40","1/2.82E8","-10.34","0","2083-2110","1/1.25E8","-10.07","14.69","1640"
"1782","2008UM1","1.1 - 2.4*","2073-10-20 14:07","1/1.35E7","-10.36","0","2073","1/1.35E7","-10.36","19.22","6243"
"1783","2021BW1","15 - 30*","2093-12-25 17:47","1/2.19E9","-10.37","0","2093-2119","1/2.04E9","-10.35","12.23","1772"
"1784","2021HY9","7 - 15*","2101-04-22 19:31","1/4.39E8","-10.37","0","2101","1/4.39E8","-10.37","15.18","1650"
"1785","2022GQ","2.3 - 5*","2102-11-23 09:57","1/2.70E7","-10.39","0","2101-2121","1/1.09E7","-10.02","12.60","1333"
"1786","2003SQ222","3 - 7*","2101-09-28 10:20","1/8.26E7","-10.40","0","2101","1/8.26E7","-10.40","18.75","4643"
"1787","2021BR2","2.0 - 5*","2113-08-24 23:57","1/1.65E7","-10.41","0","2113-2119","1/1.32E7","-10.32","13.39","1771"
"1788","2009DM40","11 - 26*","2041-02-22 12:39","1/9.26E9","-10.42","0","2041","1/9.26E9","-10.42","14.77","1923"
"1789","2021XD6","6 - 13*","2115-12-11 06:36","1/1.95E8","-10.42","0","2103-2121","1/1.06E8","-10.13","12.16","1444"
"1790","2015RU178","8 - 18*","2055-09-09 15:51","1/3.27E9","-10.43","0","2055","1/3.27E9","-10.43","21.81","2208"
"1791","2017VC14","6 - 12*","2111-11-17 22:42","1/3.85E8","-10.45","0","2111","1/3.85E8","-10.45","16.02","2931"
"1792","2020YS2","1.7 - 4*","2121-10-01 17:19","1/1.04E7","-10.45","0","2105-2121","1/8.7E6","-10.35","11.49","1800"
"1793","2023ET2","2.3 - 5*","2028-09-14 02:57","1/9.01E8","-10.45","0","2028","1/9.01E8","-10.45","17.72","985"
"1794","2021UP120","0.9 - 1.9*","2075-04-27 00:03","1/1.03E7","-10.47","0","2032-2120","1/4.18E6","-10.22","17.21","655"
"1795","2011WQ4","9 - 19*","2097-01-10 00:00","1/1.14E9","-10.48","0","2097","1/1.14E9","-10.48","13.38","5120"
"1796","2022BU6","19 - 40*","2108-02-14 18:48","1/6.21E9","-10.49","0","2108","1/6.21E9","-10.49","15.62","1208"
"1797","2016VH","12 - 28*","2115-10-24 09:36","1/1.59E9","-10.50","0","2115","1/1.59E9","-10.50","12.16","3309"
"1798","2022QA2","5 - 11*","2071-08-15 19:00","1/3.82E8","-10.51","0","2071-2074","1/3.76E8","-10.50","13.67","1192"
"1799","1995UB","10 - 22*","2121-10-18 05:05","1/1.50E9","-10.52","0","2121","1/1.5E9","-10.52","16.56","1210"
"1800","2020HE7","5 - 11*","2103-04-22 13:57","1/1.90E8","-10.53","0","2071-2103","1/1.5E8","-10.37","11.60","2039"
"1801","2017UK52","12 - 27*","2080-04-29 13:06","1/1.24E10","-10.59","0","2080","1/1.24E10","-10.59","19.05","2902"
"1802","2022BM3","3 - 8*","2097-01-24 05:20","1/1.37E8","-10.59","0","2097-2120","1/1.02E8","-10.49","13.42","1394"
"1803","2022QH2","24 - 50*","2097-08-17 18:36","1/3.22E10","-10.65","0","2097","1/3.22E10","-10.65","20.29","1192"
"1804","2018GE","9 - 19*","2112-05-29 21:43","1/9.35E8","-10.67","0","2112","1/9.35E8","-10.67","11.35","2784"
"1805","2021XF1","4 - 8*","2086-12-06 01:08","1/1.93E8","-10.69","0","2073-2121","1/1.21E8","-10.47","13.55","1454"
"1806","2007EK","4 - 9*","2111-09-08 12:39","1/2.04E8","-10.69","0","2111","1/2.04E8","-10.69","13.95","6252"
"1807","2020DW","2.4 - 5*","2108-12-23 19:40","1/4.81E7","-10.70","0","2108","1/4.81E7","-10.70","11.81","2108"
"1808","2025KB1","24 - 50*","2068-05-19 16:32","1/3.97E10","-10.71","0","2068","1/3.97E10","-10.71","13.91","189"
"1809","2019AS5","1.0 - 2.2*","2121-09-05 22:05","1/6.80E6","-10.72","0","2081-2121","1/6.41E6","-10.68","15.13","2513"
"1810","2013RZ53","1.6 - 4*","2099-01-29 23:09","1/2.35E7","-10.75","0","2096-2107","1/1.65E7","-10.59","11.25","4455"
"1811","2025MA","14 - 30*","2080-06-19 12:19","1/1.03E10","-10.78","0","2080-2119","1/4.93E9","-10.56","14.08","162"
"1812","2018RW","2.2 - 5*","2116-09-07 17:56","1/5.32E7","-10.80","0","2116","1/5.32E7","-10.80","12.57","1924"
"1813","2025QU11","50 - 100*","2125-09-17 23:09","1/8.77E10","-10.80","0","2125","1/8.77E10","-10.80","12.60","88"
"1814","2015HZ182","8 - 19*","2112-04-12 02:08","1/1.10E10","-10.82","0","2089-2112","1/6.45E9","-10.66","19.94","3823"
"1815","2021XE","5 - 11*","2079-12-02 13:10","1/5.68E8","-10.86","0","2079","1/5.68E8","-10.86","11.52","1455"
"1816","2024GV3","5 - 11*","2082-07-24 17:11","1/1.30E9","-10.87","0","2082","1/1.3E9","-10.87","15.28","593"
"1817","2023AN6","2.0 - 5*","2093-01-13 22:49","1/1.39E8","-10.91","0","2093","1/1.39E8","-10.91","17.45","931"
"1818","2025RP3","3 - 7*","2089-09-16 05:43","1/3.62E8","-10.91","0","2081-2089","1/2.82E8","-10.79","15.31","71"
"1819","2025UZ7","3 - 7*","2125-10-28 03:02","1/2.23E8","-10.92","0","2115-2125","1/1.75E8","-10.81","13.98","29"
"1820","2007VF189","5 - 12*","2072-11-13 16:55","1/2.10E9","-10.92","0","2072","1/2.1E9","-10.92","16.03","5322"
"1821","2023UJ6","9 - 20*","2120-10-18 21:32","1/5.03E9","-10.93","0","2120","1/5.03E9","-10.93","22.64","765"
"1822","2016DB","5 - 12*","2059-05-01 14:19","1/2.22E9","-10.93","0","2059-2074","1/9.9E8","-10.66","14.46","2261"
"1823","2009SH1","3 - 7*","2118-09-16 03:54","1/1.19E8","-10.94","0","2075-2118","1/9.17E7","-10.77","12.25","5912"
"1824","2016FF14","10 - 23*","2106-03-30 07:59","1/4.61E9","-10.95","0","2106-2120","1/3.66E9","-10.86","14.71","3526"
"1825","2020BA15","9 - 21*","2051-01-28 07:08","1/1.29E10","-10.98","0","2051-2053","1/1.04E10","-10.89","16.47","2124"
"1826","2022AY5","4 - 9*","2109-01-11 15:52","1/4.88E8","-11.02","0","2109","1/4.88E8","-11.02","14.19","1414"
"1827","2008VL","7 - 16*","2031-10-28 06:50","1/8.62E10","-11.08","0","2031","1/8.62E10","-11.08","16.47","6224"
"1828","2017WE30","1.2 - 2.6*","2079-11-27 06:39","1/8.33E7","-11.09","0","2079","1/8.33E7","-11.09","21.28","2879"
"1829","2012BV1","1.5 - 3*","2083-01-18 13:49","1/1.19E8","-11.12","0","2083","1/1.19E8","-11.12","14.01","4653"
"1830","2018WE1","17 - 40*","2074-11-25 03:36","1/4.12E10","-11.14","0","2074","1/4.12E10","-11.14","16.19","2555"
"1831","2024HL2","20 - 40*","2075-05-04 22:01","1/9.17E10","-11.16","0","2075","1/9.17E10","-11.16","17.86","574"
"1832","2025FH4","6 - 13*","2125-03-15 10:24","1/1.57E9","-11.19","0","2125","1/1.57E9","-11.19","12.90","246"
"1833","2022ES3","10 - 22*","2066-03-12 01:55","1/2.99E10","-11.20","0","2066","1/2.99E10","-11.20","21.82","1358"
"1834","2017UK1","10 - 23*","2112-04-10 05:27","1/7.25E9","-11.21","0","2112","1/7.25E9","-11.21","13.49","2959"
"1835","2024RD","12 - 26*","2105-07-13 22:48","1/1.14E10","-11.24","0","2105","1/1.14E10","-11.24","12.23","450"
"1836","2023SR5","5 - 11*","2121-07-24 04:09","1/1.53E9","-11.28","0","2121","1/1.53E9","-11.28","14.07","794"
"1837","2018KY2","10 - 22*","2075-05-26 16:18","1/1.63E10","-11.29","0","2075","1/1.63E10","-11.29","16.43","2740"
"1838","2021TS10","22 - 50*","2120-04-10 13:47","1/4.88E10","-11.33","0","2120","1/4.88E10","-11.33","14.04","1506"
"1839","2024US","7 - 16*","2120-10-23 10:18","1/4.69E9","-11.40","0","2120","1/4.69E9","-11.40","13.54","388"
"1840","2009VZ39","5 - 12*","2112-11-14 05:56","1/2.41E9","-11.45","0","2112","1/2.41E9","-11.45","12.62","5857"
"1841","2019YS","1.4 - 3*","2116-12-20 18:57","1/8.20E7","-11.48","0","2095-2118","1/5.15E7","-11.27","12.81","1208"
"1842","2014WZ365","17 - 40*","2114-12-12 10:01","1/7.81E10","-11.50","0","2114","1/7.81E10","-11.50","15.57","4012"
"1843","2023JC1","9 - 20*","2105-05-13 19:49","1/2.38E10","-11.58","0","2105","1/2.38E10","-11.58","20.20","929"
"1844","2024RZ3","11 - 25*","2116-08-11 15:00","1/1.89E10","-11.60","0","2116","1/1.89E10","-11.60","11.46","445"
"1845","2021XJ4","9 - 21*","2091-06-01 23:11","1/3.73E10","-11.60","0","2091","1/3.73E10","-11.60","23.65","1448"
"1846","2022UA14","6 - 13*","2118-10-31 00:21","1/6.29E9","-11.68","0","2107-2118","1/4.1E9","-11.48","16.04","1124"
"1847","2022YM8","21 - 50*","2094-10-11 15:08","1/2.11E10","-11.70","0","2094","1/2.11E10","-11.70","11.52","1042"
"1848","2004OD4","10 - 23*","2113-07-17 05:27","1/3.12E10","-11.78","0","2113","1/3.12E10","-11.78","14.00","4642"
"1849","2017VN2","9 - 19*","2110-11-21 03:51","1/1.76E10","-11.80","0","2110","1/1.76E10","-11.80","12.35","2934"
"1850","2022WM3","6 - 12*","2097-11-18 18:37","1/7.30E9","-11.83","0","2097","1/7.3E9","-11.83","12.74","1100"
"1851","2025UN8","5 - 12*","2111-10-27 22:48","1/7.52E9","-11.83","0","2111","1/7.52E9","-11.83","14.28","25"
"1852","2021WR4","2.3 - 5*","2098-02-09 23:19","1/7.75E8","-11.87","0","2098","1/7.75E8","-11.87","11.99","1456"
"1853","2023XQ16","2.2 - 5*","2116-11-28 14:31","1/7.46E8","-11.96","0","2116","1/7.46E8","-11.96","11.33","710"
"1854","2025GS","6 - 13*","2092-04-06 03:41","1/1.76E10","-12.01","0","2092","1/1.76E10","-12.01","14.80","235"
"1855","2024VK3","9 - 20*","2119-11-18 09:36","1/5.18E10","-12.10","0","2119-2120","1/2.68E10","-11.82","15.70","379"
"1856","2022BD1","4 - 8*","2122-01-29 04:57","1/2.19E10","-12.35","0","2122","1/2.19E10","-12.35","28.37","1208"
"1857","2017UL52","6 - 13*","2120-10-20 11:57","1/3.91E10","-12.41","0","2106-2120","1/2.73E10","-12.24","12.91","1923"
